question,expected,retrieved,f1_score
Does the SQL Logging Provider support W3C standards? Can we get logging all centralized into SQL using the W3C extended format?,"ODBC logging is still in the product. It is trivial to write your own SQL logging on top of newer, faster database APIs, however. We would recommend writing an SQL logging module instead of going through the ancient ODBC interfaces.","ODBC logging is still in the product. It is trivial to write your own SQL logging on top of newer, faster database APIs, however. We would recommend writing an SQL logging module instead of going through the ancient ODBC interfaces.",0.9999999403953552
What type of error reporting is implemented for Application Pools?,"Event logs, FREB, ETW tracing, Detailed Errors","Event logs, FREB, ETW tracing, Detailed Errors",1.0
We have been monitoring the Resources and Support feature that uses on average 10% disk load and used around 38 GB of Data from install. Diskeeper 11 Reported over seven hours to defrag the volume before the data was purged. Now it only takes 5 minutes. Is there any issue with disabling this service?,Turning the service off will disable Windows error reporting and you will not be able to get solutions for problems happening on the machine. There should be no other issues with disabling the service.,Turning the service off will disable Windows error reporting and you will not be able to get solutions for problems happening on the machine. There should be no other issues with disabling the service.,1.0
Does IIS 7.0 record compressed or uncompressed (or both) bytes in site log files?,"The *response* size is recorded, so if a 100 KB ASPX response gets compressed to 50 KB, you see 50 KB in the log file. There must be some way of measuring bandwidth savings, because ms.com measured this once.","The *response* size is recorded, so if a 100 KB ASPX response gets compressed to 50 KB, you see 50 KB in the log file. There must be some way of measuring bandwidth savings, because ms.com measured this once.",1.0
"If I am installing Windows 7 on Skylake, which configuration should be chosen? Should the firmware CSM be enabled with UEFI boot (Config #2) or legacy boot MBR (Config #3)? If Legacy boot mode, why?","Specifically, for Windows 7 it is recommended to use Config #2. You will need to enable the CSM and set default to UEFI boot, falling back to legacy boot only if needed. Secure Boot will need to be disabled. 
 Windows 7 is not able to support Config #1. Windows 7 has a dependency on Int10 support for basic display when the high-res graphics driver is not available (for example, Bugcheck, Sleep transitions, etc.), a dependency satisfied by the CSM. You can boot Win7 in UEFI mode if a partial CSM is in place (enabled) providing Int10 support. If firmware defaults to UEFI boot mode leaving Int10 CSM enabled, then Win7 will install successfully in UEFI mode. Microsoft has also backported TPM 2.0 support to Windows 7 for when it is installed in UEFI mode. For more information, see this KB article:  KB2920188 . 
 Microsoft recommends you should use Config #2; Legacy MBR Boot mode should not be used.","Specifically, for Windows 7 it is recommended to use Config #2. You will need to enable the CSM and set default to UEFI boot, falling back to legacy boot only if needed. Secure Boot will need to be disabled.
Windows 7 is not able to support Config #1. Windows 7 has a dependency on Int10 support for basic display when the high-res graphics driver is not available (for example, Bugcheck, Sleep transitions, etc.), a dependency satisfied by the CSM. You can boot Win7 in UEFI mode if a partial CSM is in place (enabled) providing Int10 support. If firmware defaults to UEFI boot mode leaving Int10 CSM enabled, then Win7 will install successfully in UEFI mode. Microsoft has also backported TPM 2.0 support to Windows 7 for when it is installed in UEFI mode. For more information, see this KB article: KB2920188.
Microsoft recommends you should use Config #2; Legacy MBR Boot mode should not be used.",1.0000001192092896
"If I installed Windows 7 with CSM enabled, what will the partition table/disk configuration look like?","It depends on the boot devices priority defaults in firmware. If CSM is enabled and loaded into memory, this can sometimes cause install media to default to Legacy MBR boot. 
 If you boot to legacy boot mode and go through installation you will typically have 2 partitions (as listed with diskpart.exe ""list partition""). The first partition being active and listed as âsystem partitionâ, file system type being NTFS with a hidden \boot folder. The second partition is where \Windows is installed on another NTFS partition. 
 If Windows is installing in UEFI mode, installation will create the EFI System Partition (ESP) as file system type Fat32, the Microsoft Reserve Partition (MSR) as RAW, and an OS / data partition using NTFS. If you mount and look at the ESP, you should see a folder \EFI boot folder (folder may be hidden). 
 Since you will need to leave CSM enabled in the system firmware for Windows 7, you may need to specifically select UEFI boot mode when booting to installation media (CD/DVD/USB) in order to install Windows 7 in UEFI boot mode.
Consult with PC manufacture for more information concerning boot options and BIOS configuration.","It depends on the boot devices priority defaults in firmware. If CSM is enabled and loaded into memory, this can sometimes cause install media to default to Legacy MBR boot.
If you boot to legacy boot mode and go through installation you will typically have 2 partitions (as listed with diskpart.exe ""list partition""). The first partition being active and listed as âsystem partitionâ, file system type being NTFS with a hidden \boot folder. The second partition is where \Windows is installed on another NTFS partition.
If Windows is installing in UEFI mode, installation will create the EFI System Partition (ESP) as file system type Fat32, the Microsoft Reserve Partition (MSR) as RAW, and an OS / data partition using NTFS. If you mount and look at the ESP, you should see a folder \EFI boot folder (folder may be hidden).
Since you will need to leave CSM enabled in the system firmware for Windows 7, you may need to specifically select UEFI boot mode when booting to installation media (CD/DVD/USB) in order to install Windows 7 in UEFI boot mode.
Consult with PC manufacture for more information concerning boot options and BIOS configuration.",1.0
"If I am installed Windows 7 with the CSM enabled in Legacy boot mode (Config #3), what is the upgrade path?","Upgrade path for this configuration (Config #3) is still supported through Windows 10. Though you will not be able to use Secure Boot as it is only available in UEFI Config # 1. If you desire to switch the system to UEFI boot, you will need to format and re-install the original operating system with disk partitioned for GPT disk using UEFI boot mode. You will not need to keep the CSM enabled during this transition unless you need to boot to Windows 7 for the upgrade (Config #2) if you are upgrading from Windows store or an online installation.
It is recommended to go straight to Config #1 (with the CSM disabled) for a pure UEFI environment, this is to make use of Secure Boot if firmware supports it.","Upgrade path for this configuration (Config #3) is still supported through Windows 10. Though you will not be able to use Secure Boot as it is only available in UEFI Config # 1. If you desire to switch the system to UEFI boot, you will need to format and re-install the original operating system with disk partitioned for GPT disk using UEFI boot mode. You will not need to keep the CSM enabled during this transition unless you need to boot to Windows 7 for the upgrade (Config #2) if you are upgrading from Windows store or an online installation.
It is recommended to go straight to Config #1 (with the CSM disabled) for a pure UEFI environment, this is to make use of Secure Boot if firmware supports it.",1.0000001192092896
Is there any user impact when switching the Firmware from CSM enabled with Legacy BIOS boot (Config #3) to CSM enabled UEFI boot (Config #2) and back?,"This depends on how you go about switching. If you change from Config #3 to Config #2, then attempt to boot, system may not boot. If you change back to Config #3 at this point, WITHOUT ANY FURTHER CHANGES TO SYSTEM, DISK or OS. Than you should be able to boot back into original OS, using the original Config #n. The recommendation is to  not  change the BIOS setting and instead upgrade ""as-is"".","This depends on how you go about switching. If you change from Config #3 to Config #2, then attempt to boot, system may not boot. If you change back to Config #3 at this point, WITHOUT ANY FURTHER CHANGES TO SYSTEM, DISK or OS. Than you should be able to boot back into original OS, using the original Config #n. The recommendation is to not change the BIOS setting and instead upgrade ""as-is"".",1.0
Change from Config #2 to Config #1 to enable Secure Boot:,"For newer systems; post 2015 (Skylake), and if system has CSM enabled, with Secure Boot disabled (they should be mutually exclusive) and OS is installed using UEFI boot method to GPT disk. After upgrading to Win10+, it should be a straightforward process of turning off the CSM and enabling Secure Boot in Firmware (if Secure Boot was setup in the factory and is an option in firmware). 
 If after making the changes, the system is not able to boot, then system is more than likely configured to boot using CSMâs legacy BIOS for boot. If this is the case, this will require either Win10+ installation media, or a clean install of the original operating system (Windows 7). Ensuring that the CSM is enabled and installation/disk partition is set for UEFI boot mode which would later allow upgrade to Win10 in UEFI boot mode. 
 Be sure to select UEFI boot to install media, firmware configuration may require further BIOS setting changes in order to boot to UEFI installation. 
 Consult with PC manufacture for more information concerning boot options and BIOS configuration.","For newer systems; post 2015 (Skylake), and if system has CSM enabled, with Secure Boot disabled (they should be mutually exclusive) and OS is installed using UEFI boot method to GPT disk. After upgrading to Win10+, it should be a straightforward process of turning off the CSM and enabling Secure Boot in Firmware (if Secure Boot was setup in the factory and is an option in firmware).
If after making the changes, the system is not able to boot, then system is more than likely configured to boot using CSMâs legacy BIOS for boot. If this is the case, this will require either Win10+ installation media, or a clean install of the original operating system (Windows 7). Ensuring that the CSM is enabled and installation/disk partition is set for UEFI boot mode which would later allow upgrade to Win10 in UEFI boot mode.
Be sure to select UEFI boot to install media, firmware configuration may require further BIOS setting changes in order to boot to UEFI installation.
Consult with PC manufacture for more information concerning boot options and BIOS configuration.",1.0
"User is running Windows 7, before upgrade to Win 10, BIOS/Firmware is switched to UEFI.","Assuming that operating system was previously installed in Legacy BIOS boot mode: 
 If the person who is installing Windows 10 goes through installation/setup. Windows setup will detect disk in Legacy MBR BIOS boot mode and attempt to install accordingly. Results may vary depending on system, boot method, installation media (if customized). However, you may get a message that the disk format is unsupported with this boot method. If you get this message it will be easy to format the disk and install fresh. WARNING, if you do format the disk you will  lose  any data that was on the disk. 
 Recommendations are to change settings back to what they were prior to switching. This is so you can boot to the already installed operating system. Backup any data that you wish to save to an external storage location. Then go about re-provisioning the disk (clean the hard disk of existing partitions, boot to media in UEFI mode and perform fresh install to GPT disk). 
 Caution; if you leave the CSM enabled, as in Config #2, there is a possibility that installation media may default to MBR boot. If operating system is installed in Legacy MBR boot mode. You will not be able to enable Secure Boot without again reprovisioning the disk and installing the operating system in UEFI Boot mode to GPT disk. You may wish to consult with PC manufacture for more information concerning boot options, BIOS configuration options as well as firmware updates and Secure Boot options.","Assuming that operating system was previously installed in Legacy BIOS boot mode:
If the person who is installing Windows 10 goes through installation/setup. Windows setup will detect disk in Legacy MBR BIOS boot mode and attempt to install accordingly. Results may vary depending on system, boot method, installation media (if customized). However, you may get a message that the disk format is unsupported with this boot method. If you get this message it will be easy to format the disk and install fresh. WARNING, if you do format the disk you will lose any data that was on the disk.
Recommendations are to change settings back to what they were prior to switching. This is so you can boot to the already installed operating system. Backup any data that you wish to save to an external storage location. Then go about re-provisioning the disk (clean the hard disk of existing partitions, boot to media in UEFI mode and perform fresh install to GPT disk).
Caution; if you leave the CSM enabled, as in Config #2, there is a possibility that installation media may default to MBR boot. If operating system is installed in Legacy MBR boot mode. You will not be able to enable Secure Boot without again reprovisioning the disk and installing the operating system in UEFI Boot mode to GPT disk. You may wish to consult with PC manufacture for more information concerning boot options, BIOS configuration options as well as firmware updates and Secure Boot options.",1.0
Does UEFI support booting from a MBR partitioned disk?,"No, booting from a MBR partitioned disk is only supported when booting in BIOS mode. If CSM is present and enabled, then legacy boot should be supported leveraging CSMâs legacy BIOS boot method.","No, booting from a MBR partitioned disk is only supported when booting in BIOS mode. If CSM is present and enabled, then legacy boot should be supported leveraging CSMâs legacy BIOS boot method.",1.0
What is the dependency on 32-bit vs. 64-bit UEFI?,"Microsoft does support both 32 and 64 bit UEFI. The bitness of the OS and the UEFI firmware must match. (for example, if you have a 64-bit UEFI firmware then you must install 64-bit Windows OS).","Microsoft does support both 32 and 64 bit UEFI. The bitness of the OS and the UEFI firmware must match. (for example, if you have a 64-bit UEFI firmware then you must install 64-bit Windows OS).",0.9999999403953552
Can you programmatically switch firmware settings?,"No, most firmware settings are not standardized, and Microsoft does not offer a tool to allow a means to programmatically modify firmware settings. Consult with PC manufacture for details as there may be tools available for management and configuration.","No, most firmware settings are not standardized, and Microsoft does not offer a tool to allow a means to programmatically modify firmware settings. Consult with PC manufacture for details as there may be tools available for management and configuration.",1.0
How does switching from CSM enabled Legacy BIOS boot (Config #3) to CSM enabled UEFI boot (Config #2) impact Secure Boot behavior?,"Secure Boot is only supported in UEFI mode with the CSM disabled. If Secure Boot was not pre-configured on the factory floor prior to system shipping out to customers, then you will probably not have the option available to you. If the system did previously have Secure Boot enabled, but disabled for current Windows 7 OS (using downgrade rights) then it may be as simple as disabling the CSM and enabling Secure Boot. However, if partition was cleaned and you are not setup for UEFI boot to GPT disk. Then you will need to clean the disk and re-install the operating system for UEFI boot prior to turning on Secure Boot. 
 Consult with the original equipment manufacturer (OEM) prior to making any changes to ensure your system supports secure boot. 
 Note  Cleaning the disk will destroy any data that is on that disk even if in other partitions.","Secure Boot is only supported in UEFI mode with the CSM disabled. If Secure Boot was not pre-configured on the factory floor prior to system shipping out to customers, then you will probably not have the option available to you. If the system did previously have Secure Boot enabled, but disabled for current Windows 7 OS (using downgrade rights) then it may be as simple as disabling the CSM and enabling Secure Boot. However, if partition was cleaned and you are not setup for UEFI boot to GPT disk. Then you will need to clean the disk and re-install the operating system for UEFI boot prior to turning on Secure Boot.
Consult with the original equipment manufacturer (OEM) prior to making any changes to ensure your system supports secure boot.
Note Cleaning the disk will destroy any data that is on that disk even if in other partitions.",1.0
Any dependency on BitLocker and Non-Microsoft disk encryption tools?,"Yes, switching UEFI/Legacy BIOS boot will likely cause boot to fail, and switching Firmware settings back to defaults should allow recovery. Suspending bitlocker, and in some cases, disabling Bitlocker or non-MS encryption tools would be recommended depending on if switching requires wiping the drive or just changing firmware settings (such as CSM/Secure boot) 
 Consult with PC or software Manufacture for more information about configuration and defaults.","Yes, switching UEFI/Legacy BIOS boot will likely cause boot to fail, and switching Firmware settings back to defaults should allow recovery. Suspending bitlocker, and in some cases, disabling Bitlocker or non-MS encryption tools would be recommended depending on if switching requires wiping the drive or just changing firmware settings (such as CSM/Secure boot)
Consult with PC or software Manufacture for more information about configuration and defaults.",1.0
How is Secure Boot configured once the BIOS is switched to UEFI?,"By default, for Win7 devices, Secure Boot is not implemented. If a system came with Windows 8 or higher, it's very likely that system would have Secure Boot configured as this was a Logo requirement. Secure Boot is only implemented on factory floor by the PC manufacturer. Please contact the PC manufacturer to see if they would be able to install Secure Boot on your system. You may need to send system back to PC manufacture to get this installed.","By default, for Win7 devices, Secure Boot is not implemented. If a system came with Windows 8 or higher, it's very likely that system would have Secure Boot configured as this was a Logo requirement. Secure Boot is only implemented on factory floor by the PC manufacturer. Please contact the PC manufacturer to see if they would be able to install Secure Boot on your system. You may need to send system back to PC manufacture to get this installed.",1.0
What is impact on a rollback/restore to Windows 7?,"As long as there were no changes to firmware settings, rollback to original operating system should work. If firmware settings were changed, change them back to factory default (what they were prior to rollback). Consult with PC manufacture to find out what type of rollback method or recovery method is included with system.","As long as there were no changes to firmware settings, rollback to original operating system should work. If firmware settings were changed, change them back to factory default (what they were prior to rollback). Consult with PC manufacture to find out what type of rollback method or recovery method is included with system.",1.0
What is the impact to WinRE?,"WinRE is going to have the same boot process as the installed operating system. If you changed the firmware boot option (Legacy BIOS to UEFI) than attempting to boot to operating system or WinRE on disk will now fail. If you are booting to WinRE or WinPE on USB/CD/DVD, this will use a separate boot method.","WinRE is going to have the same boot process as the installed operating system. If you changed the firmware boot option (Legacy BIOS to UEFI) than attempting to boot to operating system or WinRE on disk will now fail. If you are booting to WinRE or WinPE on USB/CD/DVD, this will use a separate boot method.",1.0000001192092896
What is dependency/impact on 32-bit vs. 64-bit OS going from Legacy boot to UEFI and vice versa if the firmware is 64-bit UEFI or 32-bit UEFI?,"One limitation of Windows UEFI boot is that you can only boot an OS ""bitness"" that matches the UEFI that is installed (see Question 7). If you have a 32-bit UEFI, you can only install a 32-bit Windows on it. 64-bit Windows requires 64-bit UEFI or a CSM. However, if a system is missing a CSM, you cannot boot Win7 64-bit Windows OS.","One limitation of Windows UEFI boot is that you can only boot an OS ""bitness"" that matches the UEFI that is installed (see Question 7). If you have a 32-bit UEFI, you can only install a 32-bit Windows on it. 64-bit Windows requires 64-bit UEFI or a CSM. However, if a system is missing a CSM, you cannot boot Win7 64-bit Windows OS.",1.0000001192092896
Can you convert a system booting using Legacy MBR boot to GPT boot on the fly without impacting data?,No. Using Microsoft tools such as diskpart.exe will result in data loss. MBR boot and GPT boot are two different booting mechanisms that require a change to the disk that will remove all data from the disk in order to implement this change. Backup any data prior to attempting to make this change.,No. Using Microsoft tools such as diskpart.exe will result in data loss. MBR boot and GPT boot are two different booting mechanisms that require a change to the disk that will remove all data from the disk in order to implement this change. Backup any data prior to attempting to make this change.,1.0
Why am I unable to view my analytics data in Partner Center?,"When I access the analytics pages, I see the following message.  Why you might be seeing this message:","When I access the analytics pages, I see the following message.






Why you might be seeing this message:

No acquisitions currently exist for your published offers in the commercial marketplace. This message could mean that your offers are live in the commercial marketplace, but customers didn't click on the offer.
Your offer might be in the process of being published but isn't live yet. Customers can purchase only live offers. To check the status of your offers, see the Summary page in Partner Center. For more information, see Summary dashboard in commercial marketplace analytics.
Your offers are listed as Contact Me, which are list-only offers. Customers can't purchase such offers directly through marketplace. You receive the lead when a customer clicks on Contact Me. To check your offer listing type, go to the setup page for your offer.",0.4990088641643524
"I know I have analytics data, so why does the No Analytics Available message appear?", Why you might be seeing this message:,"Why you might be seeing this message:

You don't have analytics data for the select period, try selecting a different period.
Check if you applied some filters on the page. Try resetting the filter or make different selections from the filter.",0.2766062617301941
How do I enroll in the commercial marketplace?,There are two ways to create an account:,"There are two ways to create an account:

If you're new to Partner Center, then you must have a Microsoft AI Cloud Partner Program account, continue to Create a Partner Center account and enroll in the commercial marketplace.
If you're already enrolled in the Microsoft AI Cloud Partner Program or a developer program, create an account directly from Partner Center. See Use an existing Partner Center account to enroll in the commercial marketplace.",0.516112208366394
Where can I create a commercial marketplace offer?,"
 Go to the commercial marketplace offers  Overview page . 
 Select  + New offer . 
 Select the type of offer to create. 
","Go to the commercial marketplace offers Overview page.
Select + New offer.
Select the type of offer to create.",1.0000001192092896
I can't register and publish an offer using my personal email ID.,"Learn how to create, publish, and manage your offers, SeePublishing guide by offer type.","Learn how to create, publish, and manage your offers, See Publishing guide by offer type.",0.9580916166305542
What roles are required to view commercial marketplace analytics?,"To learn more about roles required to view commercial marketplace analytics reports, seeAssign user roles and permissions.","To learn more about roles required to view commercial marketplace analytics reports, see Assign user roles and permissions.",0.9834681153297424
Can I view ratings and review of my offers listed in the Microsoft 365 and Copilot program?,"No, currently we only provide ratings and reviews reporting to offers listed in the commercial marketplace program. For more information, seeRatings and Reviews dashboard for the commercial marketplace. Reviews and ratings of Office apps will be available soon. Commercial marketplace offers are listed on Microsoft AppSource and Azure Marketplace. They include Azure applications, Azure containers, Azure virtual machines, Dynamics 365 apps on Dataverse and Power Apps, Dynamics 365 Operations Apps, Containers, and Software as a Service.","No, currently we only provide ratings and reviews reporting to offers listed in the commercial marketplace program. For more information, see Ratings and Reviews dashboard for the commercial marketplace. Reviews and ratings of Office apps will be available soon.
Commercial marketplace offers are listed on Microsoft AppSource and Azure Marketplace. They include Azure applications, Azure containers, Azure virtual machines, Dynamics 365 apps on Dataverse and Power Apps, Dynamics 365 Operations Apps, Containers, and Software as a Service.",0.998623251914978
Why do I see daily adjustments to estimated charges in my usage report?,The billed charges for current customer usage in an open month can have adjustments due to things like discounts and refunds. The accurate estimated charges in the usage report are reflected on the fourth day of the month following use of the offer.,The billed charges for current customer usage in an open month can have adjustments due to things like discounts and refunds. The accurate estimated charges in the usage report are reflected on the fourth day of the month following use of the offer.,1.0
How do I get started with programmatic access to commercial marketplace analytics reports?,SeePrerequisites to programmatically access analytics data.,See Prerequisites to programmatically access analytics data.,0.9735763669013977
Can I create custom queries apart from the listed system queries?,"Yes, the system queries are only for reference purposes. You can either use system queries or create a custom query by selectively querying on specific attributes.","Yes, the system queries are only for reference purposes. You can either use system queries or create a custom query by selectively querying on specific attributes.",1.0
Is gross revenue the billed sales or amount invoiced to customers?,Gross revenue is the amount billed to the customer who purchased an offer or consumed services. This amount is shown in customer invoice against the transaction.,Gross revenue is the amount billed to the customer who purchased an offer or consumed services. This amount is shown in customer invoice against the transaction.,1.0000001192092896
What do different payout status mean?,This list defines the different payout status:,"This list defines the different payout status:

Sent: Represents the revenue amount that is paid out to the partner.
Upcoming: Represents the revenue amount that is eligible for upcoming payout. This amount moves to Sent state after the payout is processed.
Unprocessed: Represents the revenue amount that isn't yet picked up for processing. This amount is picked up in next cycle and move to Upcoming state.
Collection in progress: Represents the revenue amount that is generated by non-EA customers who didn't clear their invoice. This amount move to Unprocessed state once the customer pays the invoice to Microsoft.",0.6165400147438049
"What is the difference between Revenue, EarningAmount and TransactionAmount?","Revenue column shows the billed sales amount. This is shown in customer invoice.
TransactionAmount column shows the amount that customers paid to Microsoft against the invoice. If the customer made partial payment, then Revenue and TransactionAmount could be different.
EarningAmount column shows the amount that is considered for payout. This amount is calculated after deducting listing fees.","Revenue column shows the billed sales amount. This is shown in customer invoice.
TransactionAmount column shows the amount that customers paid to Microsoft against the invoice. If the customer made partial payment, then Revenue and TransactionAmount could be different.
EarningAmount column shows the amount that is considered for payout. This amount is calculated after deducting listing fees.",1.0
Is Purchase record ID the same as Order ID in the Earnings report?,"Yes, the Purchase record ID refers to the same ""Order ID"" data field.","Yes, the Purchase record ID refers to the same ""Order ID"" data field.",1.0
Why is customer information blank in many rows of the revenue report?,"Customer information such as email or customer name could be blank due to a customer not providing consent to share their personally identifiable information. In some cases, this could be due to a known technical limitation being addressed.","Customer information such as email or customer name could be blank due to a customer not providing consent to share their personally identifiable information. In some cases, this could be due to a known technical limitation being addressed.",0.9999999403953552
"Does customerName column represent bill to account, the end-customer, or the reseller information?",The CustomerName column represents the end-customer's details. Refer to the reseller related columns for reseller information.,The CustomerName column represents the end-customer's details. Refer to the reseller related columns for reseller information.,1.0000001192092896
"Can the revenue dashboard show who is the end-user customer, the reseller, and the distributor?","Yes, customer related columns show the end-customer's details. Refer the Reseller related columns to get reseller information if a reseller was involved in the transaction.","Yes, customer related columns show the end-customer's details. Refer the Reseller related columns to get reseller information if a reseller was involved in the transaction.",1.000000238418579
"Do we have ""ship-to"" address information (country/region, state, city, zip code) in the revenue dashboard?","Yes, the download report has details for end-customer. Refer the customer related columns like CustomerCity, CustomerState, CustomerCountry, CustomerPostalCode.","Yes, the download report has details for end-customer. Refer the customer related columns like CustomerCity, CustomerState, CustomerCountry, CustomerPostalCode.",1.0000001192092896
How does the first-free month appear in the report?,"If a partner selects offer listing as ""Free"" as the dashboard filter, all offer purchases or consumption with free trial is displayed in the dashboard with revenue for the first month as $0.","If a partner selects offer listing as ""Free"" as the dashboard filter, all offer purchases or consumption with free trial is displayed in the dashboard with revenue for the first month as $0.",1.0
Is there a suggested specific date for us to download the reports every month?,"Yes. You can download the reports on the Seventh day of each month to view accurate revenue figures for the offer purchases and consumption from the previous month. For example, if a customer used a consumption or usage-based offer in the month of January, on February 7, you can download an accurate January-billed revenue report. Note Revenue figures for subscription-based products are available in the same month of purchase.","Yes. You can download the reports on the Seventh day of each month to view accurate revenue figures for the offer purchases and consumption from the previous month. For example, if a customer used a consumption or usage-based offer in the month of January, on February 7, you can download an accurate January-billed revenue report.

Note
Revenue figures for subscription-based products are available in the same month of purchase.",1.0000001192092896
"What does ""MonthStartDate"" refer to?",MonthStartDate refers to the order purchase month or the offer usage month for which the revenue was calculated.,MonthStartDate refers to the order purchase month or the offer usage month for which the revenue was calculated.,1.0
Why do I see a steep drop in revenue trend for current month?,The steep drop could be due to the open month for usage-based offers for which revenue isn't yet generated.,The steep drop could be due to the open month for usage-based offers for which revenue isn't yet generated.,1.000000238418579
Can I sort the records in the customer leaderboard and the geographic spread widget?,"Yes, you sort a column in the widget in ascending or descending order.","Yes, you sort a column in the widget in ascending or descending order.",1.0
Why does the Revenue timeline not change for different month range selections?,Revenue timeline view provides the eligible amount for last month and future month's payout. This widget doesn't change based on filters or period.,Revenue timeline view provides the eligible amount for last month and future month's payout. This widget doesn't change based on filters or period.,1.0
How do I download the revenue report through the UI?,"To download the reports, go to theInsights>Downloads Hubsection. Click onCreate new reportand selectMarketplace offerstile. You can now do the instant download or schedule a download. To learn more, seeDownloads hub.","To download the reports, go to the Insights > Downloads Hub section. Click on Create new report and select Marketplace offers tile. You can now do the instant download or schedule a download. To learn more, see Downloads hub.",0.8961230516433716
Can I use an API to download data from the revenue dashboard?,"Yes. To learn about the analytics APIs, seeGet started with programmatic access to analytics data.","Yes. To learn about the analytics APIs, see Get started with programmatic access to analytics data.",0.8928725123405457
Can I apply filters to the report?,Yes. You can use the dashboard filters to view the widgets on the dashboard based on the filtered criteria you choose.,Yes. You can use the dashboard filters to view the widgets on the dashboard based on the filtered criteria you choose.,1.0000001192092896
How can we reconcile this revenue report to the Earnings report?,"To reconcile with Earnings report use purchaseRecordID, lineItemID, and EarningID in the revenue report as the unique identifier. See this information on thedata dictionary.","To reconcile with Earnings report use purchaseRecordID, lineItemID, and EarningID in the revenue report as the unique identifier. See this information on the data dictionary.",0.993811845779419
Why do I see discrepancy in reconciling revenue report to the Earnings report?,"Revenue report has the latest Earning data for a PurchaseRecordId. Check Net ""TransactionAmount"" for the Purchase Record in the complete earning report and it should match with ""Revenue"" amount in Revenue report.","Revenue report has the latest Earning data for a PurchaseRecordId. Check Net ""TransactionAmount"" for the Purchase Record in the complete earning report and it should match with ""Revenue"" amount in Revenue report.",1.000000238418579
"What is the relationship between the timing of the revenue report and the usage report? If the revenue report is based on billing, would we compare the current month revenue report to the prior month usage or the current month usage?",Revenue report for current month captures the billed amount for previous month offer consumption or usage. You can download the revenue report on or after the seventh of every month to verify accurate revenue figures for the customer's offer usage in the previous month.,Revenue report for current month captures the billed amount for previous month offer consumption or usage. You can download the revenue report on or after the seventh of every month to verify accurate revenue figures for the customer's offer usage in the previous month.,1.0
How is the estimated payout month determined?,"See the payout schedules for Enterprise agreement, Microsoft customer agreement, or CSP transactions atPayout schedules and processes.","See the payout schedules for Enterprise agreement, Microsoft customer agreement, or CSP transactions at Payout schedules and processes.",0.9788417816162109
How should I be using this dashboard?,"This dashboard helps business teams understand customer behavior in terms of retention and churn after a customer has deployed your marketplace offer. Use it to answer questions like, ""How many customers am I retaining, and for how long?"" and ""Compared to other offers in a category, are my retention numbers good or bad?"" Use the monthly tab to look at a group of users over a longer time frame. For example, if you run a promotional campaign in a certain month, you can see whether that month had higher retention than months when you didn't run the campaign.","This dashboard helps business teams understand customer behavior in terms of retention and churn after a customer has deployed your marketplace offer. Use it to answer questions like, ""How many customers am I retaining, and for how long?"" and ""Compared to other offers in a category, are my retention numbers good or bad?""
Use the monthly tab to look at a group of users over a longer time frame. For example, if you run a promotional campaign in a certain month, you can see whether that month had higher retention than months when you didn't run the campaign.",1.0
What insights can I get from this dashboard?,"Discover whether customers are continuing to use your VM offer over a period of time and whether they churn right away. When you identify which customers are churning, you can contact them or include them in a campaign. Determine if your investments in marketing are working: the monthly view shows if months when you ran campaigns out-perform months when you didn't.","Discover whether customers are continuing to use your VM offer over a period of time and whether they churn right away. When you identify which customers are churning, you can contact them or include them in a campaign.
Determine if your investments in marketing are working: the monthly view shows if months when you ran campaigns out-perform months when you didn't.",1.0
The retention widget looks like it's showing me 45 days of data. What day is it counting from?,"ReadRetained customersin theCustomer retention dashboard. The data shown here's a normalized view of 18 months of customer data, and so isn't ""to"" or ""from"" a specific date.","Read Retained customers in the Customer retention dashboard. The data shown here's a normalized view of 18 months of customer data, and so isn't ""to"" or ""from"" a specific date.",0.9089939594268799
Can I filter the graphs to show a specific date range?,"No. As the documentation indicates, it's a normalized view of 18 months of data. The retentionheat mapshows monthly views, but you can't filter to specific dates.","No. As the documentation indicates, it's a normalized view of 18 months of data. The retention heat map shows monthly views, but you can't filter to specific dates.",0.9343094825744629
What is the difference between Total offers and Offer count?,"Total offers refers to how many there are in the entire category. For example, if you set the ""category"" filter to security, it's showing how many offers there are in the marketplace under the category Security. Offer count shows the count of offers in the category whose retention scores are above zero. So if you have the Category filter set to Security, the Y axis of the graph is showing how many offers in security have retention scores above 0.","Total offers refers to how many there are in the entire category. For example, if you set the ""category"" filter to security, it's showing how many offers there are in the marketplace under the category Security. Offer count shows the count of offers in the category whose retention scores are above zero. So if you have the Category filter set to Security, the Y axis of the graph is showing how many offers in security have retention scores above 0.",1.0
What is the green or red arrow on retention rank?,"The arrow shows the change in your retention rank. The time period is determined by the filter at the top; choose days, weeks, or months.","The arrow shows the change in your retention rank. The time period is determined by the filter at the top; choose days, weeks, or months.",0.9999999403953552
How do I know which customers are retaining and which are churning?,Customersshows this information.,Customers shows this information.,0.8428880572319031
What does dormant mean?,Dormant means a customer hasn't used that offer for several days. They aren't labeled Churned because they could reengage and start using the offer again.,Dormant means a customer hasn't used that offer for several days. They aren't labeled Churned because they could reengage and start using the offer again.,1.0000001192092896
"I want to know about the orders or usage of these customers, but that data is in separate reports.",The best way to get that information is to download details from the orders or usage reports and cross-check based on a shared field: customer name.,The best way to get that information is to download details from the orders or usage reports and cross-check based on a shared field: customer name.,1.0
